Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,FamilySize,CustomerTenure,TotalSpend,Cluster_KMeans,Cluster_GMM,Cluster_HDBSCAN,PCA1,PCA2
2,5,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,42,1,4041,119,0,2,3,-1.0700055331206972,-0.01873046136028753
0,5,60839.0,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,46,2,4509,1250,3,3,-1,0.2963878990054426,-2.5083036118779267
2,5,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,46,1,4078,969,1,1,3,1.0639479982701088,0.20168652157646405
2,5,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,75,2,4167,76,3,0,-1,-1.7438923431640594,0.1910008892752184
4,4,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,62,2,3917,62,2,0,-1,-1.2742628225098818,2.3137654099698444
0,5,82122.0,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,63,0,4157,1382,1,1,-1,2.1301547123496873,-1.8609394214636021
2,4,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,49,1,3981,84,2,0,3,-1.0983438441601143,0.036500747325118266
2,5,34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,73,2,4190,255,0,2,0,-1.5196355933675842,-0.4169022763527063
3,3,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,65,2,4219,43,2,0,0,-1.8622130767001446,0.40698481627400324
2,4,62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,70,1,4108,398,3,2,3,-0.004532495524067308,0.4356210661468772
3,4,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,48,1,3913,76,2,0,3,-1.091325855609799,0.8613375684694154
2,5,63404.0,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,61,2,3862,902,2,1,-1,-0.09291812790014041,0.5397472503859935
0,5,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,44,1,3897,823,1,1,-1,0.6061870454739064,-0.27247385225877147
2,5,78416.0,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,49,1,3841,1179,1,1,-1,1.2417913753686434,0.45784505092027306
2,5,75702.0,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,51,1,4462,1921,1,1,-1,2.217573430145223,-1.4440475734034695
3,5,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,74,2,4266,185,3,2,-1,-0.7298363124613716,0.006260735346386157
2,4,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,59,2,4305,433,3,3,0,-1.2287636898561596,-0.30582762437298927
2,3,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,74,2,4009,34,2,0,0,-1.5639336892599027,0.3401794106907347
2,5,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,67,1,4225,907,3,1,3,0.3675403561261198,-0.20820000581589188
4,4,7144.0,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,59,2,4043,416,2,2,-1,-2.0379646267682694,0.930875341808828
2,4,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,61,2,4229,44,0,0,-1,-2.1938964631485054,-0.7731202759081058
2,3,90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,69,0,3901,1588,1,1,2,2.582192790405797,1.198277656924029
4,4,63159.0,0,0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,51,0,4440,1797,1,1,-1,2.458853632424719,-0.2587360603619785
2,5,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,59,2,4472,40,3,0,-1,-1.531670563829601,-1.074683378298919
4,4,46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,62,1,4429,1143,3,1,3,0.6639991669022912,-0.05384627756017056
3,3,79734.0,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,56,0,3840,914,1,1,-1,1.6314731155513331,1.3222036835210977
2,5,63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,33,0,4364,1502,1,1,2,1.9584073022124246,-1.2628475086346422
2,2,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,71,1,4339,1338,1,1,-1,1.3342298885507664,0.019667103320410162
4,5,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,42,1,4182,27,2,0,-1,-1.3439479005350872,0.4106196495307167
0,5,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,43,1,4113,763,0,1,-1,0.12495694875960418,-0.9682483090568553
2,4,72282.0,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,74,0,4184,1331,1,1,2,1.9422132462319845,-0.5307341097952726
2,3,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,69,2,4141,525,2,2,0,-0.8101429824423644,-0.1417968683847832
4,5,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,64,2,3853,9,2,0,-1,-1.817380521583666,2.3840637638089293
2,5,62568.0,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,63,1,3922,953,1,1,-1,0.5687847723750534,0.09672157606314276
3,2,44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,54,2,4100,68,2,0,-1,-1.4471510104433642,1.279627125283898
3,4,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,54,2,4107,131,2,2,0,-1.6588178544623247,0.8722316777219734
2,3,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,57,1,4163,882,1,1,3,0.5740356637566514,-0.04876822603979143
0,5,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,47,0,4502,1149,0,3,-1,1.156039631891045,-3.108063245937599
2,3,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,56,1,4126,37,0,0,3,-1.4848932253708467,-0.12312092931988096
4,6,54111.0,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,60,1,4147,388,2,2,-1,0.0032731979827947807,0.48645092109437194
2,5,78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,39,0,4338,1428,1,1,2,2.2928778612102048,-0.5615517998748148
3,3,80739.0,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,67,0,4241,1633,1,1,-1,2.6102229426651626,-0.15127717662544043
3,5,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,50,1,4242,173,3,2,3,-1.2417088075672498,0.06752269823284658
2,4,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,38,1,4103,99,0,0,3,-1.2970226245287242,0.0590707568440475
2,5,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,66,1,4310,215,3,3,3,-0.6102285551059059,-0.4082878199042179
4,3,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,63,1,4336,929,3,3,3,0.6044213920777344,0.40940652502905994
2,5,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,51,1,3940,219,2,2,3,-0.6556910201692294,0.5198909690876414
2,3,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,48,2,4130,174,2,2,0,-1.0952920513497721,0.773020738528216
2,5,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,47,2,4405,92,3,0,0,-1.4040780276016083,-0.5315230767805477
4,3,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,55,0,4132,1052,1,1,-1,1.9856697871159206,1.5527346853498079
2,3,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,68,1,4303,275,0,3,3,-0.4954786840078763,-0.5631866096740232
0,3,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,70,1,4534,587,0,1,-1,0.2038755356318021,-2.2432687514254184
4,2,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,71,1,4484,1662,1,1,-1,1.5037290268422279,0.17921317391145095
4,5,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,43,1,4342,159,3,2,-1,-0.8351861070492229,0.1639851088316962
3,6,84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,72,0,4230,1024,1,1,-1,2.135518654379551,-0.19089818827756108
3,2,27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,57,1,3906,35,2,0,-1,-1.4499177773360943,0.9364304192814367
3,5,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,68,0,4141,1042,1,1,-1,1.6073146653282262,-0.055581829746395625
3,5,65735.0,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,60,2,4043,395,2,2,-1,-0.42879607107670337,1.1728416935653914
4,3,86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,50,0,4494,557,1,1,-1,1.7937418589688248,0.5494051039708829
4,3,4023.0,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,62,2,3845,9,2,0,-1,-2.695713606372692,2.2282043257961917
2,3,30093.0,0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,35,0,4195,69,0,0,1,-0.6869418432573784,-0.241801541053779
4,3,57705.0,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,59,1,4008,486,2,2,3,0.057437056726100826,2.0115259419410467
2,4,25008.0,1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,37,1,3986,34,0,0,3,-1.5250101537833478,0.016300926647657484
0,4,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,30,0,4488,1365,1,1,-1,2.249679110200628,-2.4808427689009727
2,5,22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,50,1,4245,13,0,0,3,-1.4910859531307137,-1.0366448991874715
4,3,72159.0,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,47,0,4447,1401,1,1,-1,2.2720214410416046,0.029754354470533647
2,5,64260.0,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,64,0,4373,1574,1,1,-1,2.0467130313042086,-0.6814557081172119
4,4,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,41,0,4131,1323,1,1,-1,2.3755473791839847,1.3057981606158489
3,2,74290.0,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,54,1,4160,1217,1,1,-1,1.30375310757728,0.6119139180943859
3,4,58217.0,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,74,3,4428,103,3,0,-1,-1.4127254387025405,-0.16092591757997168
3,5,21024.0,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,49,0,4199,84,0,0,-1,-0.7774067007807857,-0.5663129008587517
4,3,70116.0,0,0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,53,0,4358,1536,1,1,-1,2.323963071981824,0.18372519702782486
2,5,54006.0,1,0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,40,1,4488,581,3,3,3,0.13564313201432596,-1.19852921241172
4,3,69063.0,0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,59,1,4438,928,3,1,-1,1.046986811143333,0.7085992727993986
0,2,11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,50,0,4035,14,0,0,-1,-1.5562958493197112,-0.9587957160336442
2,4,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,46,1,4165,424,3,1,3,0.041882850853095094,-0.13870022320578573
2,3,70886.0,1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,54,1,4097,960,1,1,3,0.8355789598310153,0.13362753484537743
2,3,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,43,0,4436,1555,1,1,2,2.1521571744195764,-0.7086668806632938
2,6,60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,52,2,4469,656,3,3,-1,-0.2028933960449395,-0.7122227654741294
3,5,32889.0,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,57,2,4135,55,2,0,0,-1.7028437223494046,0.2822322995128495
2,4,34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,41,1,3888,20,2,0,3,-1.303920764021389,0.5888447310185326
3,5,30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,54,1,4475,367,3,3,3,-0.705733310116962,-0.5852756141126091
0,5,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,48,0,3950,2257,1,1,-1,2.969654058755575,-0.7360461842119823
4,2,26642.0,1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,58,1,3959,42,2,0,-1,-1.352793321687361,1.5436153465535312
2,2,69932.0,0,1,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,61,1,4221,1049,1,1,-1,0.9440421314444317,-0.45045934693902884
2,4,44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,53,2,3913,48,2,0,0,-1.571457589499302,0.5226610335407437
4,4,60200.0,0,1,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,77,1,4382,685,3,3,-1,0.5207980215645623,0.8423263388933777
2,2,49638.0,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,73,1,3910,39,2,0,-1,-0.8767204836164262,0.6656457171851444
0,4,23830.0,0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,38,0,3981,43,0,0,-1,-1.1442452268233625,-0.7906849770049224
3,6,33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,66,0,4521,835,3,3,-1,0.5146981470132528,-0.9654211277530407
2,3,72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,67,0,3998,1515,1,1,2,2.050978476126415,0.3123071944545553
4,5,69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,74,1,4334,1039,3,1,-1,1.1842903479231655,0.8913917325504566
2,2,70300.0,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,50,1,4188,1596,1,1,-1,1.5266687008481317,-0.30794681650084976
4,3,70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,41,0,4461,1828,1,1,-1,2.694400704090105,-0.08990656963071687
4,3,30396.0,1,0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,56,1,3899,34,2,0,3,-1.2712654573544386,2.0978513175352216
4,2,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,57,1,3911,149,2,2,-1,-0.5614204893410986,2.0080477174398936
3,4,62772.0,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,56,1,4245,946,1,1,3,0.7579003297371242,0.026318807557372405
4,4,30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,40,0,3880,28,2,0,-1,-0.6511273150470612,1.5879314247577987
2,4,52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,41,1,4442,450,3,3,3,-0.0852752256191066,-1.1785324541209736
4,3,44155.0,1,1,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,68,2,4000,46,2,0,0,-1.4178000373932191,2.0975169243966993
4,2,86979.0,0,0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,54,0,4073,1702,1,1,-1,2.851356731784974,1.3546180269915868
2,5,76532.0,1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,50,2,4132,820,3,3,-1,0.295707195327242,0.3367153273464528
2,3,42081.0,1,0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,43,1,4327,382,0,3,3,-0.5253454922547829,-0.9604495246905522
4,3,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,37,0,4506,2126,1,1,-1,2.951829248877478,-0.49116683716602966
3,5,88420.0,0,0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,36,0,3897,2069,1,1,-1,3.203509154089742,0.7877088369905109
2,3,31158.0,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,40,1,4357,72,0,0,3,-1.1745333580563053,-0.9014201560029784
2,2,61671.0,0,1,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,57,1,3865,732,2,1,-1,0.18521055610565537,1.2883089634575748
2,4,69719.0,0,0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,51,0,3873,801,1,1,2,1.1764471283531581,0.19376544797798467
2,2,49160.0,0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,76,1,4091,236,2,2,3,-0.6175433303687798,0.4632885339224874
1,5,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,47,1,4497,80,0,0,3,-1.3351958452624477,-2.114664393855142
4,4,90933.0,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,71,0,3929,1685,1,1,-1,2.9421482276495694,1.41606729518011
4,4,113734.0,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,80,0,3871,277,1,1,-1,2.0414356559658033,2.5989630079489454
4,5,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,75,1,4220,507,3,2,3,0.28157277595846697,0.6319842872448833
4,3,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,61,2,4330,68,3,0,-1,-1.212334109406242,1.176665096519033
2,4,22148.0,0,0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,42,0,3916,49,2,0,-1,-1.0365241359225148,0.4909047016280655
3,3,73395.0,0,0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,38,0,3942,397,1,1,-1,0.9403265454112714,0.7891769662073681
2,2,29819.0,1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,54,1,4087,39,0,0,3,-1.3802968951164167,-0.09535407574096634
2,3,45688.0,0,1,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,57,1,3994,306,2,2,3,-0.6649649687016601,0.7102271801168926
2,3,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,71,0,4253,976,1,1,2,1.2826777529545745,-0.5184116787133227
4,3,60491.0,0,1,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,54,1,4135,1028,1,1,3,0.7993426567682327,0.99460835352287
2,5,33235.0,1,0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,39,1,3983,70,0,0,3,-1.2242129951787244,-0.01003784386505516
2,3,35701.0,0,0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,66,0,4306,46,0,0,1,-0.4948365093465338,-0.697533541189349
3,3,31535.0,1,0,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,45,1,4115,51,2,0,3,-1.1895248158204657,0.16541255036642535
0,5,92556.0,0,0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,65,0,3909,1263,1,1,-1,2.18303219004306,-0.48161505285765144
2,4,67384.0,0,1,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,55,1,4435,1490,1,1,3,1.4566130029098414,-0.7922009841080317
3,5,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,54,0,4462,1564,1,1,-1,2.667283364291797,-0.9876900400061913
2,3,77870.0,0,1,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,58,1,4515,1815,1,1,-1,2.1456615890747854,-1.4279389288678692
4,6,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,62,1,4359,1198,3,1,-1,0.8844060946239368,0.41697159629840486
2,4,57107.0,0,1,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,57,1,4513,416,3,3,3,0.037230360366097975,-1.1537756996044644
2,3,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,35,0,4337,85,0,0,1,-0.9382247101777582,-0.7369500325044079
4,4,36038.0,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,44,1,4233,47,2,0,3,-0.9075492998836909,0.4479691630082835
2,4,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,49,0,4333,137,0,3,1,-0.8202147020569496,-0.9328563376831072
4,5,34230.0,1,1,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,60,2,4389,21,3,0,-1,-1.50890359805734,0.16003787805544506
0,4,31878.0,0,1,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,48,1,3846,70,0,0,-1,-1.5403220060668747,-0.11677406539091313
0,3,70932.0,0,1,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,53,1,4000,909,1,1,-1,0.5652129986552482,-0.6966228346496164
2,4,91249.0,0,0,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,69,0,4456,1676,1,1,-1,2.9879431450601355,-1.383110755588925
3,4,77598.0,0,0,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,82,0,4110,1735,1,1,-1,2.58198247882993,0.4737673185213394
2,4,80982.0,1,1,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,66,2,4376,1191,3,3,-1,0.9084285640247577,-0.4000036874051908
3,3,22701.0,1,0,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,48,1,4136,24,2,0,3,-1.5013252805033,0.8743820603212059
4,3,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,56,1,4422,1182,3,1,3,0.925513618551283,0.19139791859366928
2,3,70617.0,0,0,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,55,0,4210,1280,1,1,2,1.8177982344292434,-0.289259656571101
2,4,64849.0,0,0,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,1,68,0,4432,1336,1,1,2,1.8243564302908586,-1.1104326723209228
3,3,62694.0,1,1,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,60,2,4216,749,3,3,-1,-0.11273862214492594,0.8700626550771389
4,3,61917.0,1,1,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,51,2,4060,91,2,0,-1,-0.803307062013893,1.5109529197634044
4,3,67472.0,0,1,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,78,1,4113,414,2,2,-1,0.33803267700453,1.0491294238956994
3,3,21059.0,1,0,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,43,1,4012,44,2,0,3,-1.5665207530621366,0.9041388802367339
3,3,29543.0,2,0,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,57,2,3928,63,2,0,0,-1.935936264032125,1.3954246976883906
2,3,75903.0,0,1,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,74,1,4286,901,1,1,3,0.9930900273171056,-0.27862602931294655
0,5,34984.0,1,1,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,50,2,4500,38,0,0,-1,-1.7796567994662076,-2.3116067371838898
4,4,54998.0,0,1,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,1,69,1,4315,455,3,3,-1,0.0928818810998621,1.026487340496945
4,6,54356.0,0,1,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1,76,1,4426,775,3,3,-1,0.5317389865053828,-0.09235317503222913
3,3,34242.0,0,1,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,66,1,3937,15,2,0,3,-1.248699151317312,1.3782607179292021
2,3,25410.0,1,0,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,52,1,4141,38,0,0,3,-1.4751502974955437,-0.14202135552772507
4,3,73356.0,0,0,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,1,41,0,3982,1512,1,1,-1,2.2288592882429983,1.539286914852085
2,5,28320.0,0,1,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,75,1,4370,43,0,0,3,-1.2354851964309501,-1.2286942169820387
2,4,23763.0,1,0,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,48,1,4530,42,0,0,3,-1.326962234729738,-1.621654555147086
2,3,72570.0,0,0,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,41,0,3904,1089,1,1,2,1.5486003528384595,0.495711288716516
3,3,34529.0,1,0,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,49,1,4492,162,0,3,-1,-0.8242998433567434,-0.9878493364480316
2,6,70792.0,0,0,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,74,0,4347,1272,1,1,-1,1.953634346847521,-1.3686667212560064
2,3,63211.0,0,0,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1,43,0,4443,1173,1,1,-1,1.568946615412653,-0.6878880454108536
